id,dlcID,name,gender,bio,lore,image
10,Guam,Kate Denson,Female,"A&nbsp;hopeful songbird, able to&nbsp;make the most of her surroundings.<br><br>Her personal perks, <b>Dance With Me</b>, <b>Windows of Opportunity</b> and <b>Boil Over</b>,&nbsp;grant her the foresight and feistiness to escape even the most dire situations.","One of Kate Denson’s earliest memories was standing in front of her family, singing a song that she’d learned that morning at school, and watching smiles spread across their faces. Seeing how something as simple as a song could make people so happy was the moment when she knew what she wanted to do with her life.<br><br>She practised, learned the guitar as soon as she was big enough to reach over it, and was performing in front of crowds by the time she was eight years old. Her mother did everything she could to fulfil Kate’s dreams, taking her all over home state of Pennsylvania, then across the South, and even to Nashville itself.<br><br>Kate won folk music competitions and talent shows whenever she participated, but for her to win others had to lose, and that wasn’t in her nature. She only wanted an outlet, a way to touch people’s lives. To make them forget the worries of the world and just enjoy themselves, if only for a while.<br><br>With age came a new-found freedom. She bought a battered old Chevy truck and was able to travel around by herself, meeting fans and making new friends wherever she stopped. Hers wasn’t a story of rock excess though: just the road, her guitar and maybe a good bourbon to end the day.<br><br>From sun-baked festivals to dark and cosy bars, people flocked to her voice and her self-penned songs of friendship, family, love and home.<br><br>These sentiments weren’t just lip-service: she made sure to return home as often as she could, to help out in her community and entertain the local children with her tales of the wider world. She saw it as a way of giving back, of supporting others in the same way she had.<br><br>It was home where she found most of her inspiration as well. She had always loved to take long walks in the woods around her town, exploring off the beaten track, finding a quiet spot to play and write her songs. She had a favorite location she returned to time and again, a natural hollow, encircled by trees, that looked almost as if it had been blasted out of the rocks thousands of years ago.<br><br>Here she felt a strong connection to nature, and to the Earth itself. She let her mind be enveloped by the forest and it rewarded her with constant inspiration.<br><br>She picked up her guitar and played, her fingers dancing across the fretboard. The music that she made this time was unlike her usual uplifting tunes, being much more melancholy, even dark. Still, something compelled her to continue, to finish the song.<br><br>Around her, the leaves vibrated in unison with the guitar strings and the boughs of the trees lengthened, coalescing into a living form. Spider-like legs descended from the canopy above, grasping for her. Regaining her senses, she grabbed a rock and tried to beat them back, but their skin was as hard as iron and the rock simply bounced off and skittered away.<br><br>The legs coiled like tendrils around her limbs and lifted her towards the darkness overhead. Fog rolled across the clearing, obscuring both Kate and the creature of nightmares that drew her up towards itself.<br><br>When the fog cleared, there was no sign of any struggle, or of life. Just an acoustic guitar, the scratch plate engraved with flowers; as well as the initials KD, inlaid in mother of pearl.",images/CharPortraits/Guam/GS_charSelect_portrait.png
11,Sandman,Quentin Smith,Male,"A resolute dreamwalker, increasing the survivability and recovery of his team.<br><br>His personal perks, <b>Wake Up!</b>, <b>Pharmacy</b> and <b>Vigil</b>, help Survivors locate exit gates and recover more easily.","When he heard that Nancy’s mother had disappeared, Quentin Smith knew instantly that their success had been short-lived. Although their plan had seemed to work flawlessly, Freddy Krueger had beaten death yet again.<br><br>But Quentin wasn’t about to give up. It might take many attempts, but he vowed that somehow he would find a way to beat Freddy, once and for all. If he didn’t, it would only be a matter of time before Freddy would win and Nancy was lost.<br><br>Someone like Quentin never attracted attention in a library, no matter how strange the texts he requested were. He devoured all the information he could, on shared dream worlds, lucid dreaming, and the methods to control the dream space. Forcing himself to stay awake, via a steady diet of pills and energy drinks, he searched through dusty volumes, finding myths about the demons that live in dreams, trapping their victims in limbo and feeding off their terror.<br><br>He worked quickly as he knew that Freddy would soon be coming for him.<br><br>It wasn’t long before that moment arrived and Freddy began appearing in his dreams. He stayed at the periphery at first, taunting Quentin, seemingly hoping to tire him out. Using all that he had learned, Quentin was able to see flaws in the dream; cracks where escape routes could be formed. He tested this skill carefully, not wanting to show his hand, hoping that it would give him some kind of advantage that he could use to defeat Freddy.<br><br>Then, one night, he found himself in the familiar environment of Badham Preschool. Freddy had tired of the taunting and had finally decided to gut him.<br><br>Quentin ran through the school, his quick eyes scanning for something useful in the maze of rooms. He found a can of paint thinner and quickly formulated a plan.<br><br>Once the trap was set, he waited, acting as the lure to draw Freddy into the right position. And there he was, claws scraping on metal as he closed in for the kill.<br><br>Quentin allowed himself time to enjoy the surprise on Freddy’s face as the corridor ignited and then he was away, running through the building, heading for the exit that he knew existed. If he harried Freddy, weakening him and then escaping the dream to safety, surely that would defeat him over time?<br><br>Before his eyes, the cracks in the dream closed and his escape route was blocked. He was in Freddy’s secret room again, and there was nowhere to run.<br><br>As Freddy closed in, a broad grin spreading across his ruined face, Quentin was consumed by a need to see this man finally obliterated. He wished it had been him, not his father, who threw the gas can that ended Krueger’s life, that it had been him who cut Freddy’s throat. Perhaps that desire would be enough? This was a realm of the mind after all.<br><br>He let it consume him, concentrating all his thoughts on wishing Freddy gone.<br><br>His vision was obscured with roiling tendrils of fog and, when it cleared, he was somewhere else. In another dream? If so, it wasn’t his; it felt cold and unfamiliar.<br><br>A flickering drew his attention and he realized he was by a campfire, and he wasn’t alone. Other people were trapped here too, and they needed his help.",images/CharPortraits/England/QS_charSelect_portrait.png
12,Finland,Detective Tapp,Male,"An obsessed detective, able to locate and complete objectives faster.<br><br>His personal perks, <b>Tenacity</b>, <b>Detective's Hunch</b> and <b>Stake Out</b>, make him objective-focused and able to rapidly recover.","Detective David Tapp was one of the good guys. His determination to see Killers brought to justice and their victims avenged had led him through a long and respected career.<br><br>When he first saw the details of the Jigsaw case, it seemed like many others. More grisly and macabre, sure, but just another lunatic with a penchant for the over-dramatic, who would soon be behind bars.<br><br>A stroke of insight brought Tapp, and his partner Detective Stephen Sing, to an abandoned mannequin factory, where they discovered Jigsaw’s lair. They apprehended the man but he managed to escape before being unmasked, slashing Tapp’s throat as he did so.<br><br>Leaving his partner, Sing went in pursuit, but fell victim to a booby trap.<br><br>Tapp had failed to go by the book on this one occasion, entering the lair without a warrant, and it had resulted in a Detective’s death. He was discharged from the force and left with a ruined throat and crippling guilt.<br><br>He channeled that guilt into an obsession: he would find the Killer, stop the murders, vindicate himself, and avenge his friend and colleague. Following the evidence trail brought him to Dr Lawrence Gordon and he staked out the doctor’s apartment, sure that he would find some evidence of guilt.<br><br>Then he saw a stranger at Gordon’s window, and heard gunshots. Tapp confronted him and the man fled, with the pursuit leading to an industrial building.<br><br>Tapp’s age caught up with him, A fight that he would easily have won in his younger days ended with Tapp taking a bullet to the chest. Slumping to the floor, he saw only failure. He had failed his partner, and the other victims. Whoever the Killer was, Tapp had been unable to stop him. More would die and it would be his fault.<br><br>He let the rage and guilt consume him and closed his eyes for the final time. Beneath him, the concrete floor softened. He dug his fingers into the ground, feeling dirt and leaves. Where his chest had been wet with blood, the shirt was now dry and the pain had gone. His eyes opened onto a darkened sky and the jagged, searching fingers of branches.<br><br>Screams echoed through the forest and a new determination filled him. His mind was clear for the first time in months. Victims needed to be avenged, Killers thwarted. He didn’t know what this place was, but he was still a cop, and he always would be. He had a job to do.",images/CharPortraits/Finland/FS_charSelect_portrait.png
13,Haiti,Adam Francis,Male,"A resourceful teacher, able to adapt to new circumstances and develop strategies accordingly.<br><br>His personal perks, <b>Diversion</b>, <b>Deliverance</b> and <b>Autodidact</b>, help him to distract The Killer, survive desperate situations, and become more skilled as the trial continues.","Adam was born in Rollington Town in Kingston, Jamaica. His father died in a car accident when he was two, and his uncle took him in. His uncle was a strict, but fair man, who raised him to value education.<br><br>At Kingston College, Adam discovered his father’s published works, which triggered his passion for literature. His campus, however, was known for its focus on athletics. As a shy teenager with his nose stuck in books, he was the perfect prey for bullies. What he lacked in sports, he made up in grit. He learned to defend himself in the thick of it.<br><br>It’s during his years in college that he started to imagine his life elsewhere. While his close friends orbited the music industry, he followed a surer path. His grades granted him admission to higher education, and there was a demand for teachers abroad.<br><br>After graduating university, he taught extra classes to afford applying fees overseas. He had a steady diet of long commutes, grading piles, nightly lesson plans, and early classes. After a year, he managed to apply for a position abroad. His first plane ride took him to Southern Japan for a new start.<br><br>His life in Kagoshima was hectic. There was little time to do everything he took for granted back home. His Japanese was elementary at best, which slowed him down. Buying groceries took hours, long commutes had to be planned, and lesson plans relied on Japanese notions, which he had to learn.<br><br>But after a few months, he found his rhythm. He reflected on it one morning while riding the train to work. He no longer had to study the kanji characters filling the map. He knew his way. His language skills had improved, he felt connected to his students, and he’d treat himself to luxurious restaurants on weekends. He even had his first vacation planned.<br><br>Within seconds, Adam’s world was brought down to a slow motion. Rails hissed, bags came pouring down, and the floor trembled before the hit: Adam crashed forward as the train flipped upside down. He landed on a window pane as an unhinged door came flying at a passenger. He rolled over so that the door would hit him instead of the girl. He shut his eyes as he braced for impact, but nothing happened.<br><br>He squinted one eye open and he saw nothing but darkness. A heavy Fog had taken over the train. Ice seemed to flow through his body, reaching his lips first, then the tip of his fingers before spreading to his legs. Lulled by the warm hum of the dark whisper, he closed his eyes, drifting.<br><br>No one truly knows what happened to Adam Francis. The school teachers imagined the worst when they watched the train derailment on the news and saw he was missing. Their fears seemed to be confirmed when Adam’s bag was recovered from the crash site, but his body was never found. To this day, his uncle believes that Adam took off after the train crash, alive still, somewhere out there.",images/CharPortraits/Haiti/AF_charSelect_portrait.png
14,Kenya,Jeff Johansen,Male,"A quiet artist, standing steadfast against impossible odds.<br><br>His personal perks, <b>Breakdown</b>, <b>Aftercare</b> and <b>Distortion</b>, give him observational advantages and help to hide his presence from The Killer.","Jeff Johansen was born and raised in Ormond, Alberta. He grew up as a quiet, only child with an aversion for large crowds. During high school, his anxious nature was mislabelled as shyness, which he covered up with a tough, stoic persona that intimidated bullies and teachers alike. At home, he discovered an interest for heavy metal and started a vinyl collection. The evocative symbolism on the covers inspired him to make some art of his own, which helped him cope with his parents’ constant fighting.<br><br>To escape his parents’ increasingly recurrent blow-ups, Jeff started working at a video store. Few customers passed by, so he had a lot of free time to draw. A late-night regular noticed his sketches and asked him to do some artwork for his gang at the abandoned lodge up Mount Ormond. Jeff accepted the challenge and painted a large mural depicting “The Legion” in runny, bloody letters. He was given a fifty-dollar bill and a 12-pack for his hard work. It was his first paid commission, a milestone to be proud of.<br><br>After his parents’ divorce, Jeff was forced to move with his mother to Winkler, Manitoba, which was miles away from his hometown—and his dad. In Winkler, Jeff was more isolated than ever, except for art and music. His solace came shortly after graduating high school when he started working at a local bar with live music performances. He found a roadie gig shortly after, leaving Winkler behind.<br><br>A few years later, Jeff got injured after getting involved in a fight during a concert. He was told he could lose part of his eyesight, so his doctor asked him to stay in town in order to monitor him. It was a difficult time during which Jeff re-assessed his life choices.<br><br>He went back to school—art school. His eyesight slowly returned, but he had to be careful. He took a few courses, experimenting with a wide range of mediums, ultimately choosing oil painting and digital art, the latter of which offered paid internships. He took up a desk job and found his calling in designing labels for microbreweries. He led a quiet, simple life: he brewed beer, took-in a rescue dog, designed tattoos, and freelanced album covers for bands he liked. All until one morning, when he got a phone call from Ormond saying that his father had passed, leaving a few things to sort out.<br><br>Jeff drove all the way back to Ormond. He felt a pang of nostalgia when he reached his late father’s house. Inside, there was an old guitar case sitting in against the wall. It held a black, vintage model with a sticky note that said, “for my boy.”<br><br>He stayed in town longer than he planned to, reminiscing about his childhood. Driving by his former high school, he remembered the mural he painted up Mount Ormond. He bought a 12-pack and headed to the lodge.<br><br>After weeks of not hearing back from Jeff, his colleagues assumed that grief had gotten the better of him. His neighbor got tired of sitting his dog, which became more and more agitated as days went by. The dog became a stray again, erring while seeking the familiar trail of Jeff’s malty scent.",images/CharPortraits/Kenya/KS_charSelect_portrait.png
15,Mali,Jane Romero,Female,"An influential celebrity, going against the grain to tackle challenges head on.<br><br>Her personal perks, <b>Solidarity</b>, <b>Poised</b> and <b>Head On</b>, give her a flexible skillset that allow her to help others, as well as herself, to escape dangerous situations.","Jane Romero was the daughter of famous actress, Loretta Lawrence, of whom she had no memory. Her parents had separated when she was still a baby, mainly since her mother was often away filming. Jane was raised by her father, a struggling visual artist. She grew up torn between resenting her mother’s absence from her life and admiring her presence on screen.<br><br>As a teenager, Jane secretly wished to emulate her mother’s talent. She would direct and perform in plays, audition for TV commercials and help her father at his studio. During her senior year, she entered a national oratory contest and won first prize. Her performance attracted the attention of a radio-station that contacted her for an interview. During the live show, her natural charm and repartee impressed the staff, who offered her a part-time job at the station.<br><br>After graduating college in Communication, she quit her job at the station to work for a trendy variety show. But her frank delivery and ad-libs were not appreciated by the show’s executives, who fired her after five months. Desperate for another opportunity, Jane pitched a show at the radio-station she used to work at, only to be turned down, her proposal being <i>too risky</i>.<br><br>Four months later, she received a phone call from a producer who had seen reruns of the show. He was looking for a co-host to spark up the failing show, <i>Quick Talk</i>.<br><br>Live television meant long hours, a low salary, and no stability, but it also offered a platform to broadcast her views. She disputed the crude inflammatory tone of <i>Quick Talk</i> and pushed for a relatable coverage of personal issues. Her honest delivery resonated with her audience and within weeks, the show’s viewership was steadily growing.<br><br>After two years, she launched a full-hour segment called <i>The Jane Romero Show</i>, which was broadcast nationally and covered tabooed topics, including her personal struggle with abandonment. Her show broke records and her initials J.R. became synonymous with products ranging from beauty creams to fashion accessories.<br><br>But Jane needed more; she wanted others to follow in her footsteps. She published a memoir that covered her childhood with an absent mother. Her book was an instant best seller but was reviewed harshly. Critics called it <i>a serving of sad anecdotes seasoned with bland, generic self-help tips</i>. Jane took this criticism to heart, since despite her success, a voice in the back of her mind was starting to doubt her achievements.<br><br>Her success also generated an increasingly demanding schedule and a growing pressure to entertain constantly. During a particularly tense week, she canned an episode and instead launched a two-hour-long special on divorce. Her stress peaked when she learned that her mother had agreed to star in her show.<br><br>Jane put on a brave face and began the show. Most of it went without a hitch, but when her mother walked on set, smiling warmly at the audience, Jane’s stomach lurched unpleasantly. She was consumed by a violent envy that had been festering. Yet she carried on with a strained smile, until Loretta interrupted her, saying that they were not actually related. The interview went haywire after that.<br><br>After the show, Jane was driving to her father’s house in New Jersey. She needed to talk things over with him; she had not been feeling like herself lately. She turned on a freeway along the coast to avoid major congestion and popped some pain killers to numb the throbbing pain in her temples, which had been nagging her all day. Then she started to relax and turned on the radio; classical music was playing. The drive was slow. Black ice covered the highway, which was packed with cars on their way back home. Night fell. A darkness began to blur the corners of her vision and turned the headlights into swirls of red. Jane blinked to sharpen their outlines, but each time she closed her eyes, her eyelids became heavier and slower, until they remained shut, for a moment too long.<br><br>The following morning, authorities were fishing out Jane’s car from the water. Despite leading a meticulous search for weeks, they were unable to retrieve her body.<br><br>The airing and production of <i>The Jane Romero Show</i> was suspended until after her funeral, which her father and mother attended.<br><br>As the public grieved for Jane, there was a surge of orders for J.R. products and all her episodes were re-released a month later, with an opening credit that wished her eternal peace.",images/CharPortraits/Mali/MS_charSelect_portrait.png
16,Nepals,Ashley J. Williams,Male,"An ""alone wolf,"" cocky and headstrong; a man built for survival.<br><br>His personal perks, <b>Flip-Flop</b>, <b>Buckle Up</b> and <b>Mettle of Man</b>, give him additional resilience to pain and hardship, as well as the ability to help his friends out of sticky situations.","During a weekend at a cabin with friends, Ashley J. Williams uncovered the Necronomicon Ex-Mortis (the Book of the Dead) and awoke something dark in the woods. Evil possessed his friends, whom he was forced to kill, and his right hand, which he sawed off. For the next thirty years, Ash ran from his past, working at a Value Stop department store and seducing women in dive bars. But he screwed up one night while being high, when he read from the Necronomicon to impress a woman. Evil found him once more, wrecking the life of those around him. But his coworkers, Pablo who was raised by a shaman and Kelly who was orphaned by the Deadites, helped him put up a fight. While battling Evil, Ash was reunited with his long-lost daughter Brandy, who encouraged him to embrace his role as savior of humanity. After a terrible fight with a fully formed demon, Ash, drawing his last breath, was taken by the Knights of Sumeria and transported into the future.<br><br>Ash awakened to a voice, his head throbbing. Since defeating a gang of Deadites a week ago, he had been in a perpetual state of hangover. He heard the voice once more; a woman singing, sensual and inviting.<br><br>Stepping into the corridor in his boxers, he strode toward the voice, which lead to the public locker room. As Ash pushed open the door, the singing stopped. There was a rustling of curtains. He called out, entering the change room. His voice reverberated on the moldy tiled walls. He pressed on, reaching a shower that was still dripping wet. Cold, humid fingers ran down his bare back. He turned around.<br><br>A woman stood naked, her skin glistening in the morning light that streamed in from high windows. Ash recognized her instantly: Linda Emery, one of his former high school flings. They had gotten back together thirty years later, while saving their hometown from Evil. He had ended their relationship soon afterward, preferring to indulge freely in his new-found popularity.<br><br>Linda winked at Ash, who closed the distance between them. He caressed her cheek wistfully: <i>What was she doing here? Did she know anything about the whereabouts of his daughter? And Pablo and Kelly?</i><br><br>A sharp blade dug into his hand, making him jump back. Linda slid a finger across the edge of her blade, collecting Ash’s blood on her fingertip. She smiled, and her skin shriveled, her hair faded, her shoulders stooped, and her curves sagged, aging decades older in a matter of seconds. She attacked Ash, who poorly managed to block, being half-naked.<br><br>Every blow she delivered earned him a new wound. She slashed his bad knee and he fell to the floor. As she jumped on top of him, Ash shrieked in disgust, knocking the knife out of her grasp. Her varicose hands wrapped around his neck, strangling him. Gasping, he outstretched his arm, hand landing on a soap dispenser. He spurted out some liquid on his fingers and poked her in the eyes. The elderly woman winced, weakening her hold, and Ash elbowed her in the face, knocking her back. He rolled over and grabbed the knife on the floor. Just as he was about to plant it in her chest, he stopped. There was something else he wanted more.<br><br>He pressed the blade against her throat. <i>Let’s make a deal, demon. In exchange for not killing you, you portal me back to my friends.</i> The demon agreed.<br><br>She began reciting the incantation, instructing Ash to repeat after her, which he failed to manage. When nothing happened, Ash threatened the demon, who argued back, blaming his poor pronunciation. Their combined exchange of Sumerian words triggered a hiss from the showers behind them. The wet tiled floor darkened, and the pipes burst. A whirlpool of dirty water, shower curtains, and used toilet paper swallowed the demon, while Ash held onto a locker door, which slowly slipped from his fingers.<br><br><i>FFFUUUC—</i><br><br>Ash landed flat on his chest in the realm of The Entity, sputtering grass. He got up, brushing off the dry clothes he suddenly had on. Then he looked around and his grin fell. It was the kind of place that made two things obvious: one, there wasn’t any bar for miles, and two, he was going to need his shotgun and chainsaw, both of which he lacked. As he started to walk toward a glinting light ahead, a scream rippled through the trees.<br><br><i>Groovy.</i>",images/CharPortraits/Ash/MS2_charSelect_portrait.png
17,Qatar,Nancy Wheeler,Female,"An aspiring journalist, able to make acute observations and gain insights that others may miss.<br><br>Her perks, <b>Situational Awareness</b>, <b>Self-Aware</b>, and <b>Inner Healing</b>, give her the information and courage she needs to tackle unexpected challenges.","Studious and rebellious, Nancy Wheeler is a stubborn investigator with an instinct for a good story. When her closest friend, Barb went missing, she did everything she could to unravel the truth and secure justice. A brilliant journalist, she chases stories and follows leads despite the inequality and chauvinism she encounters at the workplace. Pursuing a lead one evening, she fearlessly approaches the Hawkins National Laboratory before suddenly losing consciousness. A moment later she awakens in a strange misty realm with the sound of a familiar roar echoing through the air.",images/CharPortraits/Qatar/QF_charSelect_portrait.png
18,Qatar,Steve Harrington,Male,"A former jock, able to protect and support his fellow Survivors while providing his own brand of humor.<br><br>His perks, <b>Guardian</b>, <b>Kinship</b>, and <b>Renewal</b>, enable him to distract Killers, tolerate pain, and get back into the fight.","Popular and arrogant, yet compassionate, Steve Harrington is an unlikely mentor and leader. He often acts as a surrogate big brother to a younger boy named Dustin. He even helped him find his slimy inter-dimensional pet Demogorgon, D’Artagnan. His reputation as a protector grew and he soon became a sort of ‘babysitter’ for a group of kids in Hawkins with a knack for messing around with strange and dangerous things. His courage is unmatched so that he was even able to fend off a Demogorgon when it threatened his friends. One evening he received a call for assistance from his friend Nancy Wheeler. He drove all the way to the Hawkins National Laboratory to see if she was okay. He searched the area but only found her notebook. Before he realized what was happening the ground opened up and a swirl of black mist filled his eyes. When he awakened he was in a strange place that seemed familiar but unfamiliar at the same time.",images/CharPortraits/Qatar/QM_charSelect_portrait.png
19,Sweden,Yui Kimura,Female,"A hardened street racer, able to gain advantages for her and her fellow Survivors in challenging situations.<br><br>Her personal perks,&nbsp;<b>Lucky Break</b>,&nbsp;<b>Any Means Necessary</b>&nbsp;and&nbsp;<b>Breakout</b>, enable her to cover her blood trails, reset dropped pallets, and assist helpless Survivors.","Despite her traditional upbringing,&nbsp;Yui&nbsp;Kimura raced scooters&nbsp;in her&nbsp;hometown&nbsp;of&nbsp;Hida&nbsp;where she earned the reputation of being able to do the impossible with very little. Her&nbsp;father did his best to steer her away from what he believed to be&nbsp;masculine&nbsp;pursuits,&nbsp;but her grandmother&nbsp;secretly&nbsp;shared her grandfather’s&nbsp;engineer&nbsp;manuals and notes on&nbsp;car and motorcycle&nbsp;engines.&nbsp;Yui&nbsp;read&nbsp;her grandfather’s manuals&nbsp;and&nbsp;learned fast. She&nbsp;was able to not only maintain her&nbsp;scooter,&nbsp;but&nbsp;she modified&nbsp;the engine so that she could compete with older boys&nbsp;on&nbsp;motor&nbsp;crosses.&nbsp;With her grandfathers&nbsp;‘good luck&nbsp;hachimaki’ wrapped&nbsp;around her&nbsp;arm,&nbsp;she&nbsp;raced local&nbsp;boys who, unable to keep up with her,&nbsp;worked together to&nbsp;orchestrate her defeat. No luck for them.&nbsp;Yui&nbsp;outmaneuvered them at every turn and became a sensation to all her friends.&nbsp;&nbsp;When it came time to apply for school,&nbsp;Yui&nbsp;gathered her courage and&nbsp;confessed her ambition to race motorcycles&nbsp;to her&nbsp;father. An altercation ensued&nbsp;and&nbsp;when&nbsp;Yui&nbsp;refused to apply for a proper education, her&nbsp;father&nbsp;felt a great shame and told her she was no longer welcome in their home. With a heavy heart,&nbsp;Yui&nbsp;left&nbsp;for Nagoya&nbsp;with the blessings&nbsp;and savings&nbsp;of her grandmother.<br><br>Nagoya was not what&nbsp;Yui&nbsp;expected. She could only find&nbsp;low grade clerical work or minor jobs as a hostess. With the last of the money her grandmother gave her, she purchased a racing bike and entered illegal street races where she won more money than she had ever seen. Rumors of her courage and quick reflexes spread like wildfire. Soon she had an unofficial retinue of women motorcyclists wearing&nbsp;Yui’s&nbsp;signature pink. Along with a gang following her,&nbsp;Yui&nbsp;realized she had a stalker&nbsp;following her&nbsp;in the shadows. When&nbsp;Yui&nbsp;realized her lucky handkerchief&nbsp;had been&nbsp;stolen from her apartment,&nbsp;she took her concerns to the police who laughed and dismissed her, saying her stalker was probably a nice guy&nbsp;and&nbsp;that she would probably marry him in the near future.<br><br>One&nbsp;evening&nbsp;Yui&nbsp;returned home to find&nbsp;the stalker in her apartment going through her things.&nbsp;He hadn’t seen her, and she wasn’t sure what she should do. But the sight of him going through her clothes was too much to bear. She yelled for him to leave.&nbsp;&nbsp;The stalker turned to her with a knife.&nbsp;He lunged at her.&nbsp;&nbsp;She evaded his attack, and he&nbsp;hit the wall and dropped his knife.&nbsp;Without hesitation,&nbsp;Yui&nbsp;tackled him.&nbsp;They rolled&nbsp;over the ground&nbsp;exchanging&nbsp;desperate&nbsp;blows.&nbsp;Yui&nbsp;took more blows than she had ever experienced racing scooters in Shirakawa. With a surge of adrenaline,&nbsp;she&nbsp;managed to overpower&nbsp;her&nbsp;stalker,&nbsp;snatching&nbsp;the knife&nbsp;from the floor&nbsp;and holding&nbsp;the razor-sharp blade&nbsp;to his neck.<br><br>When&nbsp;the police reached her&nbsp;apartment,&nbsp;they&nbsp;took him away&nbsp;and&nbsp;rushed&nbsp;Yui&nbsp;to the hospital for trauma.&nbsp;X-rays revealed she had broken her arm and foot in several places.&nbsp;It wasn’t long before her gang showed up&nbsp;one by one and together they helped her pay her medical bills.&nbsp;&nbsp;Rehabilitation was difficult but&nbsp;Yui&nbsp;never gave up and with the support of her gang she was ready for the races.&nbsp;Yui’s&nbsp;first race after the attack her gang&nbsp;presented her with a new pink&nbsp;hachimaki&nbsp;with their signatures and&nbsp;good luck&nbsp;messages&nbsp;written all over it.&nbsp;Yui&nbsp;vowed she would help other women with&nbsp;her&nbsp;winnings&nbsp;and&nbsp;influence. True to her word, her gang became known as the Sakura&nbsp;7&nbsp;Gang&nbsp;and they&nbsp;wore pink&nbsp;hachimakis&nbsp;as a symbol of&nbsp;unity and support&nbsp;for&nbsp;women needing help from stalkers and abusers.<br><br>The&nbsp;Sakura&nbsp;7&nbsp;grew beyond the&nbsp;7&nbsp;members and&nbsp;Yui’s&nbsp;signature pink became synonymous with women’s empowerment.&nbsp;At street races women would line&nbsp;up&nbsp;in droves to support her.&nbsp;After winning seven straight races in a row, she attracted the attention of a sponsor. She not only earned a spot at the&nbsp;All-Japan Moto Championship&nbsp;but was the youngest woman to&nbsp;race and win in the prestigious event. Her sponsorship soon tripled. So,&nbsp;too,&nbsp;did her gang.&nbsp;But everything came to&nbsp;a staggering&nbsp;halt&nbsp;at the&nbsp;illegal&nbsp;TK3 (Tokyo&nbsp;Kick&nbsp;3000)&nbsp;street&nbsp;races.&nbsp;Yui&nbsp;was leading the race until she entered an unnatural fog&nbsp;that seemed to have appeared from nowhere.&nbsp;Baffled and confused, she&nbsp;stopped&nbsp;her bike and&nbsp;dismounted. It wasn’t long before she&nbsp;realized she wasn’t in Tokyo anymore.&nbsp;",images/CharPortraits/Sweden/SS_charSelect_portrait.png
